datetime,tweet,label,Text_cleansing,Text_slang,Text_stopword,Text_stemming,tokens
6/26/2022 10:34,"Pemerintah memberlakukan konsep MGCR yakni bagi masyarakat yang ingin membeli minyak goreng murah harus lewat PeduliLindungi atau NIK.

#portalyogya #MinyakGoreng 

https://t.co/NcmxIiPNqB",0,pemerintah memberlakukan konsep mgcr yakni bagi masyarakat yang ingin membeli minyak goreng murah harus lewat pedulilindungi atau nik   portalyogya minyakgoreng   ,pemerintah memberlakukan konsep minyak goreng curah rakyat yakni bagi masyarakat yang ingin membeli minyak goreng murah harus lewat pedulilindungi atau nomor induk kependudukan portalyogya minyakgoreng,pemerintah memberlakukan konsep minyak goreng curah rakyat masyarakat membeli minyak goreng murah pedulilindungi nomor induk kependudukan portalyogya minyakgoreng,perintah laku konsep minyak goreng curah rakyat masyarakat beli minyak goreng murah pedulilindungi nomor induk duduk portalyogya minyakgoreng,"['perintah', 'laku', 'konsep', 'minyak', 'goreng', 'curah', 'rakyat', 'masyarakat', 'beli', 'minyak', 'goreng', 'murah', 'pedulilindungi', 'nomor', 'induk', 'duduk', 'portalyogya', 'minyakgoreng']"
6/26/2022 10:33,Kita tunggu kepastiannya Pak 🙏 https://t.co/hPOEqIYFxK,0,kita tunggu kepastiannya pak  ,kita tunggu kepastiannya pak,tunggu kepastiannya,tunggu pasti,"['tunggu', 'pasti']"
6/26/2022 10:28,"Beli Minyak Goreng Pakai Aplikasi PeduliLindungi, Akademisi Nilai Itu Langkah Tepat https://t.co/1UMti7FgLV",1,beli minyak goreng pakai aplikasi pedulilindungi  akademisi nilai itu langkah tepat ,beli minyak goreng pakai aplikasi pedulilindungi akademisi nilai itu langkah tepat,beli minyak goreng pakai aplikasi pedulilindungi akademisi nilai langkah,beli minyak goreng pakai aplikasi pedulilindungi akademisi nilai langkah,"['beli', 'minyak', 'goreng', 'pakai', 'aplikasi', 'pedulilindungi', 'akademisi', 'nilai', 'langkah']"
6/26/2022 10:23,"@TradeInves @l_a_rosyidin @alvinlie21 @jokowi @ZUL_Hasan @Kemendag Gak boleh gitu, itu namanya diskriminasi. Gaada korelasinya minyak goreng dgn covid. Knp pula mau beli minyak harus pakai Pedulilindungi. Rakyat juga beli kan bukan gratis. Seumur2 dari Indonesia berdiri, baru ini ada kebijakan tolol &amp; menjajah lewat sebuah aplikasi.",-1,  gak boleh gitu  itu namanya diskriminasi  gaada korelasinya minyak goreng dgn covid  knp pula mau beli minyak harus pakai pedulilindungi  rakyat juga beli kan bukan gratis  seumur  dari indonesia berdiri  baru ini ada kebijakan tolol  amp  menjajah lewat sebuah aplikasi ,tidak boleh gitu itu namanya diskriminasi gaada korelasinya minyak goreng dengan covid kenapa pula mau beli minyak harus pakai pedulilindungi rakyat juga beli kan bukan gratis seumur dari indonesia berdiri baru ini ada kebijakan tolol  menjajah lewat sebuah aplikasi,gitu namanya diskriminasi gaada korelasinya minyak goreng covid beli minyak pakai pedulilindungi rakyat beli gratis seumur indonesia berdiri kebijakan tolol menjajah aplikasi,gitu nama diskriminasi gaada korelasi minyak goreng covid beli minyak pakai pedulilindungi rakyat beli gratis umur indonesia diri bijak tolol jajah aplikasi,"['gitu', 'nama', 'diskriminasi', 'gaada', 'korelasi', 'minyak', 'goreng', 'covid', 'beli', 'minyak', 'pakai', 'pedulilindungi', 'rakyat', 'beli', 'gratis', 'umur', 'indonesia', 'diri', 'bijak', 'tolol', 'jajah', 'aplikasi']"
6/26/2022 10:23,"Pembelian Minyak Goreng via Pedulilindungi Mulai Besok, Yogyakarta Pastikan Stok Aman https://t.co/xYfA6izcFK #TempoBisnis",1,pembelian minyak goreng via pedulilindungi mulai besok  yogyakarta pastikan stok aman  tempobisnis,pembelian minyak goreng via pedulilindungi mulai besok yogyakarta pastikan stok aman tempobisnis,pembelian minyak goreng via pedulilindungi besok yogyakarta pastikan stok aman tempobisnis,beli minyak goreng via pedulilindungi besok yogyakarta pasti stok aman tempobisnis,"['beli', 'minyak', 'goreng', 'via', 'pedulilindungi', 'besok', 'yogyakarta', 'pasti', 'stok', 'aman', 'tempobisnis']"
6/26/2022 10:21,"@TradeInves @alvinlie21 Gakbisa kaya gitu. Gaada korelasinya antara minyak goreng dgn covid. Kenapa pula harus pakai aplikasi, kan rakyat juga beli, bukan gratis. Pedulilindungi memang sdh dijadikan alat kontrol masyarakat. Ini yg akan sedang digugat oleh rakyat.",-1,  gakbisa kaya gitu  gaada korelasinya antara minyak goreng dgn covid  kenapa pula harus pakai aplikasi  kan rakyat juga beli  bukan gratis  pedulilindungi memang sdh dijadikan alat kontrol masyarakat  ini yg akan sedang digugat oleh rakyat ,gakbisa kaya gitu gaada korelasinya antara minyak goreng dengan covid kenapa pula harus pakai aplikasi kan rakyat juga beli bukan gratis pedulilindungi memang sudah dijadikan alat kontrol masyarakat ini yang akan sedang digugat oleh rakyat,gakbisa kaya gitu gaada korelasinya minyak goreng covid pakai aplikasi rakyat beli gratis pedulilindungi dijadikan alat kontrol masyarakat digugat rakyat,gakbisa kaya gitu gaada korelasi minyak goreng covid pakai aplikasi rakyat beli gratis pedulilindungi jadi alat kontrol masyarakat gugat rakyat,"['gakbisa', 'kaya', 'gitu', 'gaada', 'korelasi', 'minyak', 'goreng', 'covid', 'pakai', 'aplikasi', 'rakyat', 'beli', 'gratis', 'pedulilindungi', 'jadi', 'alat', 'kontrol', 'masyarakat', 'gugat', 'rakyat']"
6/26/2022 10:15,"PeduliLindungi itu bukankah aplikasi, bila diakses ratusan juta masyarakat bisa jadi (aplikasi) akan mendapatkan sesuatu. Rating, ads dan lainya yang bersifat commersil.

Kuraza kebijakan ini tak solutif. Tidak semua aturan pemerinta dapat menjadi solusi ditengah masyarakat https://t.co/aWZkQehJVS",-1,pedulilindungi itu bukankah aplikasi  bila diakses ratusan juta masyarakat bisa jadi  aplikasi  akan mendapatkan sesuatu  rating  ads dan lainya yang bersifat commersil   kuraza kebijakan ini tak solutif  tidak semua aturan pemerinta dapat menjadi solusi ditengah masyarakat ,pedulilindungi itu bukankah aplikasi bila diakses ratusan juta masyarakat bisa jadi aplikasi akan mendapatkan sesuatu rating ads dan lainya yang bersifat commersil kurasa kebijakan ini tidak solutif tidak semua aturan pemerinta dapat menjadi solusi ditengah masyarakat,pedulilindungi aplikasi diakses ratusan juta masyarakat aplikasi rating ads lainya bersifat commersil kurasa kebijakan solutif aturan pemerinta solusi ditengah masyarakat,pedulilindungi aplikasi akses ratus juta masyarakat aplikasi rating ads lai sifat commersil rasa bijak solutif atur pemerinta solusi tengah masyarakat,"['pedulilindungi', 'aplikasi', 'akses', 'ratus', 'juta', 'masyarakat', 'aplikasi', 'rating', 'ads', 'lai', 'sifat', 'commersil', 'rasa', 'bijak', 'solutif', 'atur', 'pemerinta', 'solusi', 'tengah', 'masyarakat']"
6/26/2022 10:05,"Beli Minyak Pakai PeduliLindungi, Ekonom: Emang Semua Konsumen Punya HP Android? - Republika Online https://t.co/8BMXsoUVey",-1,beli minyak pakai pedulilindungi  ekonom  emang semua konsumen punya hp android    republika online ,beli minyak pakai pedulilindungi ekonom emang semua konsumen punya hp android republika online,beli minyak pakai pedulilindungi ekonom emang konsumen hp android republika online,beli minyak pakai pedulilindungi ekonom emang konsumen hp android republika online,"['beli', 'minyak', 'pakai', 'pedulilindungi', 'ekonom', 'emang', 'konsumen', 'hp', 'android', 'republika', 'online']"
6/26/2022 9:58,"Alasan Beli Minyak Goreng Pakai PeduliLindungi, Luhut: Untuk Kebaikan Bersama https://t.co/tC5X8XCkDu",1,alasan beli minyak goreng pakai pedulilindungi  luhut  untuk kebaikan bersama ,alasan beli minyak goreng pakai pedulilindungi luhut untuk kebaikan bersama,alasan beli minyak goreng pakai pedulilindungi luhut kebaikan,alas beli minyak goreng pakai pedulilindungi luhut baik,"['alas', 'beli', 'minyak', 'goreng', 'pakai', 'pedulilindungi', 'luhut', 'baik']"
6/26/2022 9:51,"Beli Minyak Goreng Melalui Aplikasi PeduliLindungi, Begini Caranya https://t.co/FPuiULXTT4",0,beli minyak goreng melalui aplikasi pedulilindungi  beginicaranya ,beli minyak goreng melalui aplikasi pedulilindungi beginicaranya,beli minyak goreng aplikasi pedulilindungi beginicaranya,beli minyak goreng aplikasi pedulilindungi beginicaranya,"['beli', 'minyak', 'goreng', 'aplikasi', 'pedulilindungi', 'beginicaranya']"
6/26/2022 9:49,@KRMTRoySuryo2 Akankah 2024 nyoblos pake PeduliLindungi?,0, akankah      nyoblos pake pedulilindungi ,akankah nyoblos pakai pedulilindungi,nyoblos pakai pedulilindungi,nyoblos pakai pedulilindungi,"['nyoblos', 'pakai', 'pedulilindungi']"
6/26/2022 9:47,Penerapan kebijakan baru untuk pembelian minyak goreng curah tidak bisa serta merta langsung diterapkan secara penuh karena dibutuhkan banyak persiapan pendukung. https://t.co/Z7UsDjtwgR,0,penerapan kebijakan baru untuk pembelian minyak goreng curah tidak bisa serta merta langsung diterapkan secara penuh karena dibutuhkan banyak persiapan pendukung  ,penerapan kebijakan baru untuk pembelian minyak goreng curah tidak bisa serta merta langsung diterapkan secara penuh karena dibutuhkan banyak persiapan pendukung,penerapan kebijakan pembelian minyak goreng curah merta langsung diterapkan penuh dibutuhkan persiapan pendukung,terap bijak beli minyak goreng curah merta langsung terap penuh butuh siap dukung,"['terap', 'bijak', 'beli', 'minyak', 'goreng', 'curah', 'merta', 'langsung', 'terap', 'penuh', 'butuh', 'siap', 'dukung']"
6/26/2022 9:42,"Di desakuh dah lebih sebulan migor curah bebas dibeli harga 14 rebu perliter.
Masaa di kota harus make embel2 ktp pedulilindungi segalah? https://t.co/hndXW1Vw7L",1,di desakuh dah lebih sebulan migor curah bebas dibeli harga    rebu perliter  masaa di kota harus make embel  ktp pedulilindungi segalah  ,di desakuh dah lebih sebulan minyak goreng curah bebas dibeli harga ribu perliter masa di kota harus make embel kartu tanda penduduk pedulilindungi segalah,desakuh dah sebulan minyak goreng curah bebas dibeli harga ribu perliter kota make embel kartu tanda penduduk pedulilindungi segalah,desakuh dah bulan minyak goreng curah bebas beli harga ribu liter kota make embel kartu tanda duduk pedulilindungi sega,"['desakuh', 'dah', 'bulan', 'minyak', 'goreng', 'curah', 'bebas', 'beli', 'harga', 'ribu', 'liter', 'kota', 'make', 'embel', 'kartu', 'tanda', 'duduk', 'pedulilindungi', 'sega']"
6/26/2022 9:34,"Hp yg satu ketinggalan wkwkkw
Lucu juga ingetnya pas mau scan pedulilindungi",0,hp yg satu ketinggalan wkwkkw lucu juga ingetnya pas mau scan pedulilindungi,hp yang satu ketinggalan wkwkkw lucu juga ingetnya pas mau scan pedulilindungi,hp ketinggalan wkwkkw lucu ingetnya pas scan pedulilindungi,hp tinggal wkwkkw lucu ingetnya pas scan pedulilindungi,"['hp', 'tinggal', 'wkwkkw', 'lucu', 'ingetnya', 'pas', 'scan', 'pedulilindungi']"
6/26/2022 9:32,"Setiap konsumen yang hendak membeli komoditas minyak goreng curah, diimbau untuk menyiapkan PeduliLindungi .  https://t.co/95Zo2euocg",0,setiap konsumen yang hendak membeli komoditas minyak goreng curah  diimbau untuk menyiapkan pedulilindungi    ,setiap konsumen yang hendak membeli komoditas minyak goreng curah diimbau untuk menyiapkan pedulilindungi,konsumen membeli komoditas minyak goreng curah diimbau pedulilindungi,konsumen beli komoditas minyak goreng curah imbau pedulilindungi,"['konsumen', 'beli', 'komoditas', 'minyak', 'goreng', 'curah', 'imbau', 'pedulilindungi']"
6/26/2022 9:30,"Pemerintah bakal menerapkan penggunaan aplikasi PeduliLindungi bagi konsumen yang ingin membeli minyak goreng curah dengan harga Rp 14 ribu per liter. Pedagang menilai, kebijakan itu hanya akan menyulitkan konsumen dan membingungkan pedagang di pasar tradisional.

#republika https://t.co/0qCzFRtu5d",-1,pemerintah bakal menerapkan penggunaanaplikasi pedulilindungibagi konsumen yang ingin membeliminyak goreng curahdengan harga rp    ribu per liter  pedagang menilai  kebijakan itu hanya akan menyulitkan konsumen dan membingungkan pedagang di pasar tradisional   republika ,pemerintah bakal menerapkan penggunaanaplikasi pedulilindungibagi konsumen yang ingin membeliminyak goreng curahdengan harga rp ribu per liter pedagang menilai kebijakan itu hanya akan menyulitkan konsumen dan membingungkan pedagang di pasar tradisional republika,pemerintah menerapkan penggunaanaplikasi pedulilindungibagi konsumen membeliminyak goreng curahdengan harga rp ribu liter pedagang menilai kebijakan menyulitkan konsumen membingungkan pedagang pasar tradisional republika,perintah terap penggunaanaplikasi pedulilindungibagi konsumen membeliminyak goreng curahdengan harga rp ribu liter dagang nilai bijak sulit konsumen bingung dagang pasar tradisional republika,"['perintah', 'terap', 'penggunaanaplikasi', 'pedulilindungibagi', 'konsumen', 'membeliminyak', 'goreng', 'curahdengan', 'harga', 'rp', 'ribu', 'liter', 'dagang', 'nilai', 'bijak', 'sulit', 'konsumen', 'bingung', 'dagang', 'pasar', 'tradisional', 'republika']"
6/26/2022 9:29,"Beli Minyak Goreng Wajib Pakai Aplikasi PeduliLindungi, Warga Solo Tak Setuju: Ribet https://t.co/Lq8Fd9087X",-1,beli minyak goreng wajib pakai aplikasi pedulilindungi  warga solo tak setuju  ribet ,beli minyak goreng wajib pakai aplikasi pedulilindungi warga solo tidak setuju ribet,beli minyak goreng wajib pakai aplikasi pedulilindungi warga solo setuju ribet,beli minyak goreng wajib pakai aplikasi pedulilindungi warga solo tuju ribet,"['beli', 'minyak', 'goreng', 'wajib', 'pakai', 'aplikasi', 'pedulilindungi', 'warga', 'solo', 'tuju', 'ribet']"
6/26/2022 9:27,@Kurni88 Penumpang berusia mulai 6 tahun wajib sudah vaksin minimal dosis satu dibuktikan dengan menunjukan aplikasi PeduliLindungi atau kartu vaksin ya. Mengenai syarat dan ketentuan perjalanan kereta api selengkapnya dapat di cek melalui link berikut ini https://t.co/Gex6hLK2n2. Trims.,0, penumpang berusia mulai   tahun wajib sudah vaksin minimal dosis satu dibuktikan dengan menunjukan aplikasi pedulilindungi atau kartu vaksin ya  mengenai syarat dan ketentuan perjalanan kereta api selengkapnya dapat di cek melalui link berikut ini  trims ,penumpang berusia mulai tahun wajib sudah vaksin minimal dosis satu dibuktikan dengan menunjukan aplikasi pedulilindungi atau kartu vaksin ya mengenai syarat dan ketentuan perjalanan kereta api selengkapnya dapat di cek melalui link berikut ini terima kasih,penumpang berusia wajib vaksin minimal dosis dibuktikan menunjukan aplikasi pedulilindungi kartu vaksin ya syarat ketentuan perjalanan kereta api selengkapnya cek link terima kasih,tumpang usia wajib vaksin minimal dosis bukti tunjuk aplikasi pedulilindungi kartu vaksin ya syarat tentu jalan kereta api lengkap cek link terima kasih,"['tumpang', 'usia', 'wajib', 'vaksin', 'minimal', 'dosis', 'bukti', 'tunjuk', 'aplikasi', 'pedulilindungi', 'kartu', 'vaksin', 'ya', 'syarat', 'tentu', 'jalan', 'kereta', 'api', 'lengkap', 'cek', 'link', 'terima', 'kasih']"
6/26/2022 9:16,"ATURAN BARU Penjualan dan Pembelian Minyak Goreng, Wajib Pakai Aplikasi PeduliLindungi dan NIK https://t.co/EvGQ8KgIju",0,aturan baru penjualan dan pembelian minyak goreng  wajib pakai aplikasi pedulilindungi dan nik ,aturan baru penjualan dan pembelian minyak goreng wajib pakai aplikasi pedulilindungi dan nomor induk kependudukan,aturan penjualan pembelian minyak goreng wajib pakai aplikasi pedulilindungi nomor induk kependudukan,atur jual beli minyak goreng wajib pakai aplikasi pedulilindungi nomor induk duduk,"['atur', 'jual', 'beli', 'minyak', 'goreng', 'wajib', 'pakai', 'aplikasi', 'pedulilindungi', 'nomor', 'induk', 'duduk']"
6/26/2022 9:16,"Beli Minyak Goreng Curah Rp14 Ribu Pakai PeduliLindungi, Ini Caranya https://t.co/iLv8hp72lK",0,beli minyak goreng curah rp   ribu pakai pedulilindungi  ini caranya ,beli minyak goreng curah rp ribu pakai pedulilindungi ini caranya,beli minyak goreng curah rp ribu pakai pedulilindungi,beli minyak goreng curah rp ribu pakai pedulilindungi,"['beli', 'minyak', 'goreng', 'curah', 'rp', 'ribu', 'pakai', 'pedulilindungi']"
6/26/2022 9:13,"Begini Cara Membeli Minyak Goreng Curah Rakyat (MGCR) Rp14000 per Liter Pakai Aplikasi PeduliLindungi https://t.co/sKZelisLnM 
#carabeliminyakgorengpedulilindungi #minyakgorengcurah #migor #minyakgoreng #MGCR #minyakgorengcurahrakyat #pedulilindungi #InfoLoker #BeritaTerkini",0,begini cara membeli minyak goreng curah rakyat  mgcr  rp     per liter pakai aplikasi pedulilindungi   carabeliminyakgorengpedulilindungi minyakgorengcurah migor minyakgoreng mgcr minyakgorengcurahrakyat pedulilindungi infoloker beritaterkini,begini cara membeli minyak goreng curah rakyat minyak goreng curah rakyat rp per liter pakai aplikasi pedulilindungi carabeliminyakgorengpedulilindungi minyakgorengcurah minyak goreng minyakgoreng minyak goreng curah rakyat minyakgorengcurahrakyat pedulilindungi infoloker beritaterkini,membeli minyak goreng curah rakyat minyak goreng curah rakyat rp liter pakai aplikasi pedulilindungi carabeliminyakgorengpedulilindungi minyakgorengcurah minyak goreng minyakgoreng minyak goreng curah rakyat minyakgorengcurahrakyat pedulilindungi infoloker beritaterkini,beli minyak goreng curah rakyat minyak goreng curah rakyat rp liter pakai aplikasi pedulilindungi carabeliminyakgorengpedulilindungi minyakgorengcurah minyak goreng minyakgoreng minyak goreng curah rakyat minyakgorengcurahrakyat pedulilindungi infoloker beritaterkini,"['beli', 'minyak', 'goreng', 'curah', 'rakyat', 'minyak', 'goreng', 'curah', 'rakyat', 'rp', 'liter', 'pakai', 'aplikasi', 'pedulilindungi', 'carabeliminyakgorengpedulilindungi', 'minyakgorengcurah', 'minyak', 'goreng', 'minyakgoreng', 'minyak', 'goreng', 'curah', 'rakyat', 'minyakgorengcurahrakyat', 'pedulilindungi', 'infoloker', 'beritaterkini']"
6/26/2022 9:05,PeduliLindungi memiliki kemampuan untuk memastikan ketelusuran barang.   https://t.co/PwUk5y1Lfp,1,pedulilindungi memiliki kemampuan untuk memastikan ketelusuran barang   ,pedulilindungi memiliki kemampuan untuk memastikan ketelusuran barang,pedulilindungi memiliki kemampuan ketelusuran barang,pedulilindungi milik mampu telusur barang,"['pedulilindungi', 'milik', 'mampu', 'telusur', 'barang']"
6/26/2022 8:55,"@KRMTRoySuryo2 Sulit tdk menduga Pedulilindungi bukan app singapur serverpun ada disana, dan bkn tdk mungkin diampu oleh Isr el. Platform apa yg data servernya tdk di sana.",-1, sulit tdk menduga pedulilindungi bukan app singapur serverpun ada disana  dan bkn tdk mungkin diampu oleh isr el  platform apa yg data servernya tdk di sana ,sulit tidak menduga pedulilindungi bukan aplikasi singapur serverpun ada disana dan bukan tidak mungkin diampu oleh isr el platform apa yang data servernya tidak di sana,sulit menduga pedulilindungi aplikasi singapur serverpun disana diampu isr el platform data servernya,sulit duga pedulilindungi aplikasi singapur serverpun sana ampu isr el platform data servernya,"['sulit', 'duga', 'pedulilindungi', 'aplikasi', 'singapur', 'serverpun', 'sana', 'ampu', 'isr', 'el', 'platform', 'data', 'servernya']"
6/26/2022 8:52,"@exelrockstar @luckrmn @DesPiratess @CNNIndonesia Lah 🤣🤣🤣 tolol banget, gw nyuruh lu bandingin ijin akses aplikasi nya antara pedulilindungi dan wa sebagai contoh. Gak paham ? Ya ampun tololnya 🤣🤣
Nih gw kasih dah, perhatikan perbedaannya tong, di PL gk minta akses ke kontak, di WA ada. Tau artinya apa ? https://t.co/zozUywsyGl",-1,  lah  tolol banget  gw nyuruh lu bandingin ijin akses aplikasi nya antara pedulilindungi dan wa sebagai contoh  gak paham   ya ampun tololnya  nih gw kasih dah  perhatikan perbedaannya tong  di pl gk minta akses ke kontak  di wa ada  tau artinya apa   ,lah tolol banget saya nyuruh lu bandingin ijin akses aplikasi nya antara pedulilindungi dan wa sebagai contoh tidak paham ya ampun tololnya nih saya kasih dah perhatikan perbedaannya tong di pl tidak minta akses ke kontak di wa ada tau artinya apa,tolol banget nyuruh lu bandingin ijin akses aplikasi nya pedulilindungi wa contoh paham ya ampun tololnya nih kasih dah perhatikan perbedaannya tong pl akses kontak wa tau,tolol banget nyuruh lu bandingin ijin akses aplikasi nya pedulilindungi wa contoh paham ya ampun tolol nih kasih dah perhati beda tong pl akses kontak wa tau,"['tolol', 'banget', 'nyuruh', 'lu', 'bandingin', 'ijin', 'akses', 'aplikasi', 'nya', 'pedulilindungi', 'wa', 'contoh', 'paham', 'ya', 'ampun', 'tolol', 'nih', 'kasih', 'dah', 'perhati', 'beda', 'tong', 'pl', 'akses', 'kontak', 'wa', 'tau']"
